year,month,crime,count
2006,1,MENACING,684
2006,1,MENACING ST DEGREE VICT NOT,7
2006,1,MISCHIEF,2575
2006,1,NUISANCE,4
2006,1,NY STATE LAWS,36
2006,1,NYC TRANSIT AUTH RR,1
2006,1,OBSCENE MATERIAL - UNDER  YE,1
2006,1,OBSCENITY,3
2006,1,PEDDLING,4
2006,1,PETIT LARCENY-CHECK FROM MAILB,19
2006,1,POSSESSION HYPODERMIC INSTRUME,13
2006,1,PROSTITUTION,3
2006,1,PUBLIC ADMINISTATION,31
2006,1,PUBLIC ADMINISTRATION,24
2006,1,PUBLIC SAFETY,2
2006,1,RAPE,164
2006,1,RECKLESS DRIVING,4
2006,1,RECKLESS ENDANGERMENT,225
2006,1,RECKLESS ENDANGERMENT OF PROPE,9
2006,1,RESISTING ARREST,255
2006,1,RIOT INCITING,3
2006,1,ROBBERY,2093
2006,1,SALE OF UNAUTHORIZED RECORDING,12
2006,1,SALE SCHOOL GROUNDS,3
2006,1,SALES OF PRESCRIPTION,1
2006,1,SEXUAL ABUSE,217
2006,1,SEXUAL MISCONDUCT,37
2006,1,SMOKING TRANSPORTATION FACILIT,1
2006,1,SODOMY,26
2006,1,STOLEN PROP-MOTOR VEHICLE RD,1
2006,1,STOLEN PROPERTY,249
2006,1,STOLEN PROPERTY-MOTOR VEH ND,23
2006,1,TAMPERING,22
2006,1,TAX LAW,62
2006,1,THEFT,43
2006,1,THEFT OF SERVICES,32
2006,1,THEFT OF SERVICES- CABLE TV SE,1
2006,1,TRAFFIC,185
2006,1,TRESPASS,798
2006,1,UNAUTHORIZED USE VEHICLE,181
2006,1,VEHICULAR ASSAULT INTOX DRIVE,2
2006,1,VIOLATION OF ORDER OF PROTECTI,200
2006,1,WEAPONS,602
2006,1,WEAPONS POSSESSION,370
2006,2,ACCOSTING,16
2006,2,ADMCODE,74
2006,2,AGGRAVATED CRIMINAL CONTEMPT,4
2006,2,AGGRAVATED HARASSMENT,2698
2006,2,AGGRAVATED SEXUAL ASBUSE,54
2006,2,AGRICULTURE  MARKETS LAW,1
2006,2,ALCOHOLIC BEVERAGE CONTROL LAW,8
2006,2,APPEARANCE TICKET FAIL TO RESP,2
2006,2,ARSON,138
2006,2,ASSAULT,4139
2006,2,ASSEMBLY,2
2006,2,BAIL JUMPING,11
2006,2,BRIBERY,48
2006,2,BURGLARS TOOLS,7
2006,2,BURGLARY,1582
2006,2,CHECK,4
2006,2,CHILD,133
2006,2,CHILD ABANDONMENT,2
2006,2,CIGARETTE,9
2006,2,COERCION,13
2006,2,COMPUTER TAMPERTRESSPASS,2
2006,2,COMPUTER UNAUTH USETAMPER,1
2006,2,CONTEMPT,112
2006,2,CONTROLLED SUBSTANCE,1489
2006,2,COURSE OF SEXUAL CONDUCT AGAIN,4
2006,2,CRIMINAL CONTEMPT,280
2006,2,CRIMINAL DISPOSAL FIREARM,4
2006,2,CRIMINAL MISCHIEF,1233
2006,2,CRIMINAL MISCHIEF TH,289
2006,2,CUSTODIAL INTERFERENCE,15
2006,2,DRUG PARAPHERNALIA,10
2006,2,ESCAPE,3
2006,2,FALSE ALARM FIRE,2
2006,2,FALSE REPORT,3
2006,2,FALSE REPORT BOMB,8
2006,2,FALSE REPORT UNCLASSIFIED,63
2006,2,FIREWORKS,1
2006,2,FORGERY,799
2006,2,FORGERY-ILLEGAL POSSESSION,14
2006,2,FRAUD,560
2006,2,GAMBLING,12
2006,2,GENERAL BUSINESS LAW,2
2006,2,GRAND LARCENY-CHECK FROM MAILB,5
2006,2,HARASSMENT,4948
2006,2,HOMICIDE,1
2006,2,IMITATION PISTOLAIR RIFLE,6
2006,2,IMPAIRED DRIVING,6
2006,2,IMPERSONATION,112
2006,2,IMPRISONMENT,18
2006,2,INTOXICATED DRIVING,602
2006,2,JOSTLING,1
2006,2,KIDNAPPING,2
2006,2,LARCENY,9578
2006,2,LEAVING SCENE-ACCIDENT-PERSONA,255
2006,2,LEWDNESS,48
2006,2,LOITERING,2
2006,2,LOITERING TO PROMOTE PROSTITUT,1
2006,2,MANUFACTURE UNAUTHORIZED RECOR,16
2006,2,MARIJUANA,1239
2006,2,MENACING,543
2006,2,MENACING ST DEGREE VICT NOT,9
2006,2,MENACING ST DEGREE VICT PEAC,2
2006,2,MISCHIEF,2069
2006,2,MONEY LAUNDERING,1
2006,2,NOISE,1
2006,2,NUISANCE,1
2006,2,NY STATE LAWS,41
2006,2,OBSCENE MATERIAL - UNDER  YE,3
2006,2,PARKRR,2
2006,2,PEDDLING,1
2006,2,PETIT LARCENY-CHECK FROM MAILB,8
2006,2,POSSES OR CARRY A KNIFE,2
2006,2,POSSESSION HYPODERMIC INSTRUME,6
2006,2,PROMOTING A SEXUAL PERFORMANCE,1
2006,2,PROSTITUTION,1
2006,2,PUBLIC ADMINISTATION,39
2006,2,PUBLIC ADMINISTRATION,16
2006,2,RAPE,128
2006,2,RECKLESS DRIVING,3
2006,2,RECKLESS ENDANGERMENT,158
2006,2,RECKLESS ENDANGERMENT OF PROPE,8
2006,2,RESISTING ARREST,254
2006,2,RIOT,1
2006,2,RIOT INCITING,5
2006,2,ROBBERY,1486
2006,2,SALE OF UNAUTHORIZED RECORDING,22
2006,2,SEXUAL ABUSE,186
2006,2,SEXUAL MISCONDUCT,34
2006,2,SODOMY,45
2006,2,STOLEN PROP-MOTOR VEHICLE RD,4
2006,2,STOLEN PROPERTY,170
2006,2,STOLEN PROPERTY-MOTOR VEH ND,23
2006,2,TAMPERING,21
2006,2,TAMPERING WITH A WITNESS,4
2006,2,TAX LAW,51
2006,2,THEFT,21
2006,2,THEFT OF SERVICES,38
2006,2,THEFT OF SERVICES- CABLE TV SE,3
2006,2,TRAFFIC,203
2006,2,TRESPASS,769
2006,2,UNAUTHORIZED USE VEHICLE,150
2006,2,VEHICULAR ASSAULT INTOX DRIVE,2
2006,2,VIOLATION OF ORDER OF PROTECTI,192
2006,2,WEAPONS,534
2006,2,WEAPONS POSSESSION,310
2006,3,ACCOSTING,38
2006,3,ADMCODE,61
2006,3,AGGRAVATED CRIMINAL CONTEMPT,4
2006,3,AGGRAVATED HARASSMENT,3052
2006,3,AGGRAVATED SEXUAL ASBUSE,55
2006,3,ALCOHOLIC BEVERAGE CONTROL LAW,12
2006,3,ALCOHOLIC BEVERAGES,4
2006,3,ARSON,161
2006,3,ASSAULT,5223
2006,3,ASSEMBLY,2
2006,3,BAIL JUMPING,10
2006,3,BRIBERY,64
2006,3,BURGLARS TOOLS,10
2006,3,BURGLARY,1893
2006,3,CHECK,8
2006,3,CHILD,152
2006,3,CHILD ABANDONMENT,3
2006,3,CIGARETTE,7
2006,3,COERCION,10
2006,3,COMPUTER TAMPERTRESSPASS,3
2006,3,CONTEMPT,116
2006,3,CONTROLLED SUBSTANCE,1724
2006,3,COURSE OF SEXUAL CONDUCT AGAIN,3
2006,3,CREDIT CARD,1
2006,3,CRIMINAL CONTEMPT,355
2006,3,CRIMINAL DISPOSAL FIREARM,6
2006,3,CRIMINAL MISCHIEF,1422
2006,3,CRIMINAL MISCHIEF TH,423
2006,3,CUSTODIAL INTERFERENCE,14
2006,3,DISORDERLY CONDUCT,2
2006,3,DRUG,1
2006,3,DRUG PARAPHERNALIA,14
2006,3,EAVESDROPPING,1
2006,3,EDUCATION LAW,1
2006,3,ESCAPE,3
2006,3,FALSE ALARM FIRE,3
2006,3,FALSE REPORT,5
2006,3,FALSE REPORT BOMB,4
2006,3,FALSE REPORT UNCLASSIFIED,58
2006,3,FIREWORKS,2
2006,3,FORGERY,889
2006,3,FORGERY-ILLEGAL POSSESSION,15
2006,3,FRAUD,700
2006,3,GAMBLING,6
2006,3,GENERAL BUSINESS LAW,1
2006,3,GRAFFITI ADMINISTRATIVE CODE-,1
2006,3,GRAND LARCENY-CHECK FROM MAILB,6
2006,3,HARASSMENT,5893
2006,3,HEALTHCARERENTREG,1
2006,3,IMITATION PISTOLAIR RIFLE,2
2006,3,IMPAIRED DRIVING,9
2006,3,IMPERSONATION,115
2006,3,IMPRISONMENT,17
2006,3,INCOMPETENT PERSON,2
2006,3,INTOXICATED DRIVING,750
2006,3,JOSTLING,4
2006,3,KIDNAPPING,6
2006,3,LARCENY,11310
2006,3,LEAVING SCENE-ACCIDENT-PERSONA,322
2006,3,LEWDNESS,107
2006,3,LOITERING,4
2006,3,LOITERING TO PROMOTE PROSTITUT,1
2006,3,MANUFACTURE UNAUTHORIZED RECOR,5
2006,3,MARIJUANA,1425
2006,3,MATERIAL              OFFENSIV,1
2006,3,MENACING,693
2006,3,MENACING ST DEGREE VICT NOT,8
2006,3,MENACING ST DEGREE VICT PEAC,1
2006,3,MISCHIEF,2393
2006,3,NUISANCE,3
2006,3,NY STATE LAWS,51
2006,3,NYC TRANSIT AUTH RR,2
2006,3,OBSCENE MATERIAL - UNDER  YE,1
2006,3,OBSCENITY,2
2006,3,PEDDLING,2
2006,3,PETIT LARCENY-CHECK FROM MAILB,11
2006,3,POSSES OR CARRY A KNIFE,3
2006,3,POSSESSION HYPODERMIC INSTRUME,9
2006,3,PROMOTING A SEXUAL PERFORMANCE,5
2006,3,PROSTITUTION,9
2006,3,PUBLIC ADMINISTATION,45
2006,3,PUBLIC ADMINISTRATION,21
2006,3,PUBLIC SAFETY,2
2006,3,RAPE,141
2006,3,RECKLESS DRIVING,7
2006,3,RECKLESS ENDANGERMENT,224
2006,3,RECKLESS ENDANGERMENT OF PROPE,7
2006,3,RECORDS,1
2006,3,RESISTING ARREST,277
2006,3,RIOT,2
2006,3,RIOT INCITING,7
2006,3,ROBBERY,1832
2006,3,SALE OF UNAUTHORIZED RECORDING,10
2006,3,SALE SCHOOL GROUNDS,4
2006,3,SEXUAL ABUSE,241
2006,3,SEXUAL MISCONDUCT,30
2006,3,SODOMY,30
2006,3,SOLICITATION,2
2006,3,STOLEN PROP-MOTOR VEHICLE RD,1
2006,3,STOLEN PROPERTY,236
2006,3,STOLEN PROPERTY-MOTOR VEH ND,25
2006,3,TAMPERING,28
2006,3,TAMPERING WITH A WITNESS,2
2006,3,TAX LAW,54
2006,3,THEFT,32
2006,3,THEFT OF SERVICES,43
2006,3,THEFT OF SERVICES- CABLE TV SE,2
2006,3,TRAFFIC,257
2006,3,TRESPASS,847
2006,3,UNAUTHORIZED USE VEHICLE,201
2006,3,UNLAWFUL POSS WEAPON UPON SCH,1
2006,3,VEHICULAR ASSAULT INTOX DRIVE,2
2006,3,VIOLATION OF ORDER OF PROTECTI,216
2006,3,WEAPONS,608
2006,3,WEAPONS POSSESSION,347
2006,4,ABSCONDING FROM WORK RELEASE,1
2006,4,ACCOSTING,13
2006,4,ADMCODE,77
2006,4,AGGRAVATED CRIMINAL CONTEMPT,1
2006,4,AGGRAVATED HARASSMENT,2881
2006,4,AGGRAVATED SEXUAL ASBUSE,58
2006,4,ALCOHOLIC BEVERAGE CONTROL LAW,7
2006,4,ALCOHOLIC BEVERAGES,4
2006,4,APPEARANCE TICKET FAIL TO RESP,1
2006,4,ARSON,145
2006,4,ASSAULT,5219
2006,4,ASSEMBLY,3
2006,4,BAIL JUMPING,9
2006,4,BRIBERY,56
2006,4,BURGLARS TOOLS,8
2006,4,BURGLARY,1682
2006,4,CHECK,6
2006,4,CHILD,155
2006,4,CHILD ABANDONMENT,1
2006,4,COERCION,12
2006,4,COMPUTER TAMPERTRESSPASS,2
2006,4,CONTEMPT,88
2006,4,CONTROLLED SUBSTANCE,1596
2006,4,COURSE OF SEXUAL CONDUCT AGAIN,3
2006,4,CRIMINAL CONTEMPT,344
2006,4,CRIMINAL DISPOSAL FIREARM,11
2006,4,CRIMINAL MISCHIEF,1514
2006,4,CRIMINAL MISCHIEF TH,377
2006,4,CUSTODIAL INTERFERENCE,19
2006,4,DIS CON,1
2006,4,DRUG,1
2006,4,DRUG PARAPHERNALIA,21
2006,4,ESCAPE,2
2006,4,FALSE ALARM FIRE,2
2006,4,FALSE REPORT,9
2006,4,FALSE REPORT BOMB,4
2006,4,FALSE REPORT UNCLASSIFIED,56
2006,4,FORGERY,798
2006,4,FORGERY-ILLEGAL POSSESSION,6
2006,4,FRAUD,613
2006,4,GAMBLING,17
2006,4,GENERAL BUSINESS LAW,3
2006,4,GRAND LARCENY-CHECK FROM MAILB,2
2006,4,HARASSMENT,5578
2006,4,IMITATION PISTOLAIR RIFLE,2
2006,4,IMPAIRED DRIVING,5
2006,4,IMPERSONATION,97
2006,4,IMPRISONMENT,34
2006,4,INCOMPETENT PERSON,1
2006,4,INTOXICATED DRIVING,618
2006,4,KIDNAPPING,2
2006,4,LARCENY,11130
2006,4,LEAVING SCENE-ACCIDENT-PERSONA,336
2006,4,LEWDNESS,72
2006,4,LOITERING,1
2006,4,MANUFACTURE UNAUTHORIZED RECOR,11
2006,4,MARIJUANA,1426
2006,4,MENACING,702
2006,4,MENACING ST DEGREE VICT NOT,2
2006,4,MENACING ST DEGREE VICT PEAC,2
2006,4,MISCHIEF,2560
2006,4,NUISANCE,3
2006,4,NY STATE LAWS,26
2006,4,OBSCENITY,1
2006,4,PERJURY,1
2006,4,PETIT LARCENY-CHECK FROM MAILB,18
2006,4,POSSESSION HYPODERMIC INSTRUME,10
2006,4,PROSTITUTION,2
2006,4,PUBLIC ADMINISTATION,38
2006,4,PUBLIC ADMINISTRATION,19
2006,4,RAPE,125
2006,4,RECKLESS ENDANGERMENT,229
2006,4,RECKLESS ENDANGERMENT OF PROPE,21
2006,4,RESISTING ARREST,264
2006,4,RIOT,3
2006,4,RIOT INCITING,11
2006,4,ROBBERY,1660
2006,4,SALE OF UNAUTHORIZED RECORDING,18
2006,4,SALE SCHOOL GROUNDS,3
2006,4,SEXUAL ABUSE,188
2006,4,SEXUAL MISCONDUCT,21
2006,4,SODOMY,37
2006,4,STOLEN PROP-MOTOR VEHICLE RD,1
2006,4,STOLEN PROPERTY,213
2006,4,STOLEN PROPERTY-MOTOR VEH ND,28
2006,4,TAMPERING,25
2006,4,TAMPERING WITH A WITNESS,2
2006,4,TAX LAW,49
2006,4,THEFT,22
2006,4,THEFT OF SERVICES,43
2006,4,THEFT OF SERVICES- CABLE TV SE,1
2006,4,TRAFFIC,194
2006,4,TRESPASS,588
2006,4,UNAUTHORIZED USE VEHICLE,157
2006,4,VEHICULAR ASSAULT INTOX DRIVE,1
2006,4,VIOLATION OF ORDER OF PROTECTI,210
2006,4,WEAPONS,586
2006,4,WEAPONS POSSESSION,352
2006,5,ACCOSTING,17
2006,5,ADMCODE,77
2006,5,AGGRAVATED CRIMINAL CONTEMPT,4
2006,5,AGGRAVATED HARASSMENT,3061
2006,5,AGGRAVATED SEXUAL ASBUSE,73
2006,5,ALCOHOLIC BEVERAGE CONTROL LAW,6
2006,5,ALCOHOLIC BEVERAGES,5
2006,5,APPEARANCE TICKET FAIL TO RESP,1
2006,5,ARSON,150
2006,5,ASSAULT,5655
2006,5,ASSEMBLY,4
2006,5,BAIL JUMPING,7
2006,5,BRIBERY,66
2006,5,BURGLARS TOOLS,11
2006,5,BURGLARY,1958
2006,5,CHECK,4
2006,5,CHILD,188
2006,5,CHILD ABANDONMENT,5
2006,5,CIGARETTE,2
2006,5,COERCION,28
2006,5,COMPUTER TAMPERTRESSPASS,5
2006,5,COMPUTER UNAUTH USETAMPER,2
2006,5,CONSPIRACY,1
2006,5,CONTEMPT,126
2006,5,CONTROLLED SUBSTANCE,1616
2006,5,CREDIT CARD,1
2006,5,CRIMINAL CONTEMPT,348
2006,5,CRIMINAL DISPOSAL FIREARM,13
2006,5,CRIMINAL MISCHIEF,1441
2006,5,CRIMINAL MISCHIEF TH,392
2006,5,CUSTODIAL INTERFERENCE,11
2006,5,DIS CON,1
2006,5,DRUG,1
2006,5,DRUG PARAPHERNALIA,10
2006,5,EAVESDROPPING,2
2006,5,ESCAPE,5
2006,5,FACILITATION,2
2006,5,FALSE ALARM FIRE,1
2006,5,FALSE REPORT,10
2006,5,FALSE REPORT BOMB,4
2006,5,FALSE REPORT UNCLASSIFIED,59
2006,5,FIREWORKS,3
2006,5,FORGERY,807
2006,5,FORGERY-ILLEGAL POSSESSION,6
2006,5,FRAUD,610
2006,5,GAMBLING,32
2006,5,GENERAL BUSINESS LAW,3
2006,5,GRAND LARCENY-CHECK FROM MAILB,10
2006,5,GYPSY CAB,1
2006,5,HARASSMENT,6265
2006,5,HEALTH CODE,1
2006,5,HEALTHCARERENTREG,1
2006,5,HOMICIDE,1
2006,5,IMITATION PISTOLAIR RIFLE,1
2006,5,IMPAIRED DRIVING,3
2006,5,IMPERSONATION,110
2006,5,IMPRISONMENT,20
2006,5,INCOMPETENT PERSON,2
2006,5,INTOXICATED DRIVING,648
2006,5,JOSTLING,1
2006,5,KIDNAPPING,8
2006,5,LARCENY,12233
2006,5,LEAVING SCENE-ACCIDENT-PERSONA,327
2006,5,LEWDNESS,114
2006,5,LOITERING,4
2006,5,MANUFACTURE UNAUTHORIZED RECOR,10
2006,5,MARIJUANA,1444
2006,5,MENACING,736
2006,5,MENACING ST DEGREE VICT NOT,8
2006,5,MENACING ST DEGREE VICT PEAC,1
2006,5,MISCHIEF,2644
2006,5,NUISANCE,2
2006,5,NY STATE LAWS,48
2006,5,OBSCENE MATERIAL - UNDER  YE,1
2006,5,PERJURY,1
2006,5,PETIT LARCENY-CHECK FROM MAILB,9
2006,5,POSSESSION ANTI-SECURITY ITEM,1
2006,5,POSSESSION HYPODERMIC INSTRUME,2
2006,5,PROSTITUTION,1
2006,5,PUBLIC ADMINISTATION,45
2006,5,PUBLIC ADMINISTRATION,21
2006,5,PUBLIC HEALTH LAW,1
2006,5,PUBLIC SAFETY,2
2006,5,RAPE,138
2006,5,RECKLESS DRIVING,3
2006,5,RECKLESS ENDANGERMENT,265
2006,5,RECKLESS ENDANGERMENT OF PROPE,12
2006,5,RESISTING ARREST,272
2006,5,RIOT,2
2006,5,RIOT INCITING,8
2006,5,ROBBERY,1960
2006,5,SALE OF UNAUTHORIZED RECORDING,17
2006,5,SALE SCHOOL GROUNDS,4
2006,5,SEXUAL ABUSE,243
2006,5,SEXUAL MISCONDUCT,25
2006,5,SODOMY,39
2006,5,STOLEN PROP-MOTOR VEHICLE RD,2
2006,5,STOLEN PROPERTY,259
2006,5,STOLEN PROPERTY-MOTOR VEH ND,21
2006,5,TAMPERING,28
2006,5,TAMPERING WITH A WITNESS,4
2006,5,TAX LAW,58
2006,5,THEFT,17
2006,5,THEFT OF SERVICES,44
2006,5,THEFT OF SERVICES- CABLE TV SE,1
2006,5,TRAFFIC,151
2006,5,TRESPASS,549
2006,5,UNAUTHORIZED USE VEHICLE,168
2006,5,UNLAWFUL POSS WEAPON UPON SCH,1
2006,5,USE OF A CHILD IN A SEXUAL PER,1
2006,5,VEHICULAR ASSAULT INTOX DRIVE,1
2006,5,VIOLATION OF ORDER OF PROTECTI,217
2006,5,WEAPONS,621
2006,5,WEAPONS POSSESSION,361
2006,6,ABC,5
2006,6,ACCOSTING,19
2006,6,ADMCODE,77
2006,6,AGGRAVATED CRIMINAL CONTEMPT,4
2006,6,AGGRAVATED HARASSMENT,2971
2006,6,AGGRAVATED SEXUAL ASBUSE,63
2006,6,ALCOHOLIC BEVERAGE CONTROL LAW,8
2006,6,ARSON,111
2006,6,ASSAULT,5726
2006,6,ASSEMBLY,2
2006,6,BAIL JUMPING,9
2006,6,BRIBERY,76
2006,6,BURGLARS TOOLS,18
2006,6,BURGLARY,1890
2006,6,CHECK,9
2006,6,CHILD,145
2006,6,CHILD ABANDONMENT,12
2006,6,CIGARETTE,2
2006,6,COERCION,10
2006,6,COMPUTER TAMPERTRESSPASS,1
2006,6,CONSPIRACY,2
2006,6,CONTEMPT,116
2006,6,CONTROLLED SUBSTANCE,1475
2006,6,COURSE OF SEXUAL CONDUCT AGAIN,1
2006,6,CRIMINAL CONTEMPT,279
2006,6,CRIMINAL DISPOSAL FIREARM,6
2006,6,CRIMINAL MISCHIEF,1548
2006,6,CRIMINAL MISCHIEF TH,355
2006,6,CUSTODIAL INTERFERENCE,10
2006,6,DIS CON,1
2006,6,DISORDERLY CONDUCT,2
2006,6,DOG STEALING,1
2006,6,DRUG PARAPHERNALIA,14
2006,6,EAVESDROPPING,3
2006,6,END WELFARE VULNERABLE ELDERLY PERSON,1
2006,6,ENTERPRISE CORRUPTION,1
2006,6,ESCAPE,2
2006,6,EXPOSURE OF A PERSON,1
2006,6,FACILITATION,2
2006,6,FALSE REPORT,4
2006,6,FALSE REPORT BOMB,5
2006,6,FALSE REPORT UNCLASSIFIED,53
2006,6,FIREWORKS,24
2006,6,FORGERY,736
2006,6,FORGERY-ILLEGAL POSSESSION,5
2006,6,FRAUD,592
2006,6,GAMBLING,16
2006,6,GENERAL BUSINESS LAW,3
2006,6,GRAFFITI ADMINISTRATIVE CODE-,2
2006,6,GRAND LARCENY-CHECK FROM MAILB,2
2006,6,HARASSMENT,6149
2006,6,IMPAIRED DRIVING,8
2006,6,IMPERSONATION,104
2006,6,IMPRISONMENT,24
2006,6,INCOMPETENT PERSON,3
2006,6,INTOXICATED DRIVING,536
2006,6,JOSTLING,3
2006,6,KIDNAPPING,11
2006,6,LARCENY,12081
2006,6,LEAVING SCENE-ACCIDENT-PERSONA,350
2006,6,LEWDNESS,93
2006,6,LOITERING,6
2006,6,MANUFACTURE UNAUTHORIZED RECOR,6
2006,6,MARIJUANA,1372
2006,6,MENACING,749
2006,6,MENACING ST DEGREE VICT NOT,3
2006,6,MENACING ST DEGREE VICT PEAC,1
2006,6,MISCHIEF,2806
2006,6,NUISANCE,3
2006,6,NY STATE LAWS,37
2006,6,OBSCENITY,3
2006,6,PARKRR,2
2006,6,PEDDLING,2
2006,6,PETIT LARCENY-CHECK FROM MAILB,15
2006,6,PLACE FALSE BOMB,2
2006,6,POSSESSION ANTI-SECURITY ITEM,1
2006,6,POSSESSION HYPODERMIC INSTRUME,6
2006,6,PROMOTING A SEXUAL PERFORMANCE,1
2006,6,PROSTITUTION,2
2006,6,PUBLIC ADMINISTATION,45
2006,6,PUBLIC ADMINISTRATION,21
2006,6,PUBLIC SAFETY,1
2006,6,RAPE,112
2006,6,RECKLESS DRIVING,2
2006,6,RECKLESS ENDANGERMENT,274
2006,6,RECKLESS ENDANGERMENT OF PROPE,15
2006,6,RECORDS,4
2006,6,RESISTING ARREST,250
2006,6,RIOT,2
2006,6,RIOT INCITING,7
2006,6,ROBBERY,1962
2006,6,SALE OF UNAUTHORIZED RECORDING,9
2006,6,SALE SCHOOL GROUNDS,5
2006,6,SEXUAL ABUSE,256
2006,6,SEXUAL MISCONDUCT,30
2006,6,SODOMY,27
2006,6,STOLEN PROP-MOTOR VEHICLE RD,5
2006,6,STOLEN PROPERTY,229
2006,6,STOLEN PROPERTY-MOTOR VEH ND,25
2006,6,TAMPERING,21
2006,6,TAMPERING WITH A WITNESS,2
2006,6,TAX LAW,37
2006,6,THEFT,22
2006,6,THEFT OF SERVICES,43
2006,6,THEFT OF SERVICES- CABLE TV SE,5
2006,6,TRAFFIC,144
2006,6,TRESPASS,483
2006,6,UNAUTHORIZED USE VEHICLE,176
2006,6,UNLAWFUL POSS WEAPON UPON SCH,1
2006,6,VEHICULAR ASSAULT INTOX DRIVE,2
2006,6,VIOLATION OF ORDER OF PROTECTI,213
2006,6,WEAPONS,581
2006,6,WEAPONS POSSESSION,337
2006,7,ACCOSTING,24
2006,7,ADMCODE,82
2006,7,AGGRAVATED CRIMINAL CONTEMPT,6
2006,7,AGGRAVATED HARASSMENT,3005
2006,7,AGGRAVATED SEXUAL ASBUSE,54
2006,7,AGRICULTURE  MARKETS LAW,1
2006,7,ALCOHOLIC BEVERAGE CONTROL LAW,3
2006,7,ALCOHOLIC BEVERAGES,1
2006,7,ARSON,70
2006,7,ASSAULT,5862
2006,7,ASSEMBLY,2
2006,7,BAIL JUMPING,13
2006,7,BRIBERY,65
2006,7,BURGLARS TOOLS,16
2006,7,BURGLARY,2008
2006,7,CHECK,6
2006,7,CHILD,172
2006,7,CHILD ABANDONMENT,4
2006,7,CIGARETTE,3
2006,7,COERCION,13
2006,7,COMPUTER UNAUTH USETAMPER,1
2006,7,CONSPIRACY,2
2006,7,CONTEMPT,96
2006,7,CONTROLLED SUBSTANCE,1427
2006,7,COURSE OF SEXUAL CONDUCT AGAIN,2
2006,7,CRIMINAL CONTEMPT,365
2006,7,CRIMINAL DISPOSAL FIREARM,4
2006,7,CRIMINAL MISCHIEF,1557
2006,7,CRIMINAL MISCHIEF TH,332
2006,7,CUSTODIAL INTERFERENCE,14
2006,7,DRUG PARAPHERNALIA,18
2006,7,EAVESDROPPING,3
2006,7,ESCAPE,4
2006,7,EXPOSURE OF A PERSON,2
2006,7,FACILITATION,2
2006,7,FALSE ALARM FIRE,2
2006,7,FALSE REPORT,5
2006,7,FALSE REPORT BOMB,9
2006,7,FALSE REPORT UNCLASSIFIED,60
2006,7,FIREWORKS,59
2006,7,FORGERY,714
2006,7,FORGERY-ILLEGAL POSSESSION,6
2006,7,FRAUD,559
2006,7,GAMBLING,19
2006,7,GENERAL BUSINESS LAW,7
2006,7,GRAND LARCENY-CHECK FROM MAILB,10
2006,7,HARASSMENT,6106
2006,7,HEALTH CODE,1
2006,7,HOMICIDE,2
2006,7,IMPAIRED DRIVING,4
